chr,start,end
chr1,209640792,209670324
chr1,210995721,211014703
chr1,211015539,211030492
chr1,211918247,211934369
chr1,212946837,212999807
chr1,224327899,224351023
chr1,226554609,226581074
chr1,236023958,236044766
chr1,236911752,236924892
chr1,240219225,240237046
chr1,240295365,240310698
chr1,240391729,240411556
chr1,243885849,243898099
chr1,243898851,243911612
chr2,4266989,4283979
chr2,39409855,39464058
chr2,71308787,71333111
chr2,98108993,98187290
chr2,126752688,126765728
chr2,143545299,143563255
chr2,180487785,180509454
chr2,181794258,181812594
chr2,189179248,189202876
chr3,3617017,3631128
chr3,6673898,6692581
chr3,11020034,11039702
chr3,26591277,26611857
chr3,28857128,28869923
chr3,65198956,65210440
chr3,68724681,68747401
chr3,69215570,69225588
chr3,69225646,69255666
chr3,83463684,83498730
chr3,89409759,89420476
chr3,98796342,98814248
chr3,107744289,107757167
chr3,129763687,129806912
chr3,139516442,139531262
chr3,144324073,144340050
chr3,164507971,164564528
chr3,191721895,191742079
chr3,193423645,193437652
chr4,21372272,21383728
chr4,27365128,27387573
chr4,27669382,27681804
chr4,34908411,34933207
chr4,37173945,37188257
chr4,38994096,39030459
chr4,64697458,64708246
chr4,77782349,77800625
chr4,94522092,94541586
chr4,97111259,97123607
chr4,150119281,150201931
chr4,160806512,160821385
chr4,164276530,164298239
chr4,164301976,164328368
chr4,170045333,170072123
chr4,177329405,177346464
chr4,186435846,186447570
chr5,2732283,2765682
chr5,4000469,4013641
chr5,13685358,13699114
chr5,61344838,61381507
chr5,92062933,92082555
chr5,106768277,106779702
chr5,107121960,107165264
chr5,119615736,119628606
chr5,134639916,134652570
chr6,7195010,7212744
chr6,26728629,26768557
chr6,53018275,53035520
chr6,53931056,53942914
chr6,62206257,62242127
chr6,67335751,67351010
chr6,92620669,92645170
chr6,150611475,150622511
chr6,159795071,159841802
chr6,166497620,166514150
chr7,4008169,4024917
chr7,5878501,5923738
chr7,8964938,8986822
chr7,10010908,10035781
chr7,10294102,10317686
chr7,11735355,11759165
chr7,24295878,24312217
chr7,45900246,45911588
chr7,47106816,47133809
chr7,49706592,49730488
chr7,49850338,49866518
chr7,64930417,65080276
chr7,67192540,67210526
chr7,68006219,68018930
chr7,74842440,75095755
chr7,104634377,104712935
chr7,109437081,109461648
chr7,126790331,126807539
chr7,131557369,131583390
chr7,133785166,133798097
chr7,140184955,140207217
chr7,141770498,141805530
chr7,143047124,143109139
chr7,153958358,153974199
chr7,154111916,154136555
chr7,154676792,154694734
chr7,157575991,157595237
chr7,158265191,158292161
chr7,158455002,158474403
chr8,1561757,1583640
chr8,2128062,2142267
chr8,3193661,3219402
chr8,4105584,4130363
chr8,5118516,5152760
chr8,5649181,5663557
chr8,7935844,8055248
chr8,14495236,14510062
chr8,14749735,14784116
chr8,20782567,20794561
chr8,51030338,51044524
chr8,56207255,56218669
chr8,66468429,66483799
chr8,72562784,72601266
chr8,83261317,83317534
chr8,93014835,93024932
chr8,97238770,97269060
chr8,111420236,111455605
chr8,123057327,123074787
chr8,129681742,129697564
chr8,135513417,135537906
chr8,136623381,136634612
chr8,139604674,139641419
chr9,192130,217099
chr9,11085100,11097217
chr9,23745591,23776624
chr9,90506806,90558314
chr9,128937483,128954297
chr9,138181481,138216400
chr9,140228144,140255821
chr9,140272992,140299015
chr10,22899351,22918916
chr10,62611192,62630112
chr10,67307912,67326054
chr10,73500156,73521578
chr10,95118432,95136246
chr10,121834566,121865969
chr10,126330478,126362648
chr10,130910500,130939105
chr10,133045647,133106033
chr11,18950245,18961085
chr11,46739135,46771040
chr11,67475602,67732314
chr11,80932731,80948706
chr11,81635696,81657819
chr11,88470164,88490894
chr11,92902255,92914900
chr11,111017035,111039561
chr12,150431,216039
chr12,8531277,8581129
chr12,9866350,9880255
chr12,34464458,34523671
chr12,49025473,49054491
chr12,49054800,49065987
chr12,61524956,61536108
chr12,70719448,70754071
chr12,74312886,74357131
chr12,84543863,84598626
chr12,91229929,91243910
chr12,98938701,98962348
chr12,117423265,117457364
chr12,125423144,125443020
chr12,126881319,126909333
chr12,127413552,127425364
chr12,128276040,128292499
chr12,128748245,128774340
chr12,129183220,129208187
chr12,129585114,129602230
chr12,129860353,129879279
chr12,130519665,130533754
chr12,130681301,130709377
chr12,132249010,132278530
chr13,22085996,22115922
chr13,22748557,22765219
chr13,25572907,25589205
chr13,29902632,29934923
chr13,31720377,31744448
chr13,42268859,42293966
chr13,44700184,44731082
chr13,47865476,47892683
chr13,54151604,54162683
chr13,58804800,58832386
chr13,65494196,65507078
chr13,83470910,83485338
chr13,83731962,83749947
chr13,93009397,93029016
chr13,101403620,101421030
chr13,110543256,110562885
chr13,112298968,112312278
chr13,112547398,112576691
chr13,112647700,112662655
chr14,20310924,20332354
chr14,22634696,22646684
chr14,28132561,28171961
chr14,28866823,28887475
chr14,36757052,36773929
chr14,36780744,36805621
chr14,38807938,38826243
chr14,41615109,41657337
chr14,42424595,42443045
chr14,42837498,42855705
chr14,54590810,54603977
chr14,59534603,59548768
chr14,61742338,61774334
chr14,72781889,72801060
chr14,76334158,76346884
chr15,22161334,22210804
chr15,41768367,41822302
chr15,87906356,87935230
chr16,3407259,3425325
chr16,6692597,6706076
chr16,7225286,7238644
chr16,7277610,7294639
chr16,9218702,9264427
chr16,17837152,17855604
chr16,26918143,26934201
chr16,70119742,70301198
chr16,75206393,75238103
chr16,82035929,82051115
chr16,86555874,86569399
chr17,34460376,34629684
chr17,44219556,44276548
chr18,4978894,5014084
chr18,19080729,19142203
chr18,37944741,37986160
chr18,49543078,49570773
chr18,70680503,70714318
chr18,72057475,72073952
chr18,72276608,72345993
chr18,75644996,75659508
chr19,15728104,15753423
chr19,20473554,20499870
chr19,35849482,35861836
chr19,47388307,47412659
chr19,53738986,53751243
chr19,56297254,56307723
chr20,483851,498536
chr20,19633935,19657067
chr20,21865151,21888630
chr20,33616378,33630057
chr20,54470325,54493281
chr20,58079513,58106674
chr20,59559454,59570634
chr20,60307420,60327993
chr21,11052618,11091670
chr21,17903974,17921423
chr21,39280455,39326452
chr21,43470997,43488016
chr22,41572462,41612450
chrX,6220387,6234037
chrX,6481582,6496438
chrX,53292567,53303746
chrX,56424772,56448556
chrX,76227771,76357623
chrX,88286642,88488588
chrX,91158913,91222067
chr1,17529312,17557427
chr1,18980400,18995458
chr1,46394541,46410657
chr1,48065020,48079667
chr1,54045181,54062273
chr1,64141709,64167494
chr1,64432624,64486207
chr1,65182827,65198688
chr1,81378770,81393190
chr1,91235444,91259116
chr1,102608347,102659848
chr1,110597152,110623541
chr1,112695675,112706206
chr1,144938880,144991278
chr1,152757691,152768688
chr1,189258802,189310205
chr1,189528481,189549585
chr1,190536071,190546399
chr1,190976384,191017268
chr1,192584357,192595477
chr1,199583169,199599057
chr1,207792885,207817025
chr1,208464911,208481698
chr1,209640792,209684936
chr1,211918247,211934369
chr1,236018042,236082577
chr1,240391729,240410864
chr1,240452628,240469189
chr2,143545299,143563255
chr2,189179248,189209310
chr3,735222,746999
chr3,3617017,3633342
chr3,7273048,7285992
chr3,11019623,11032829
chr3,26532574,26577480
chr3,26591277,26620919
chr3,40008542,40037660
chr3,51497712,51519796
chr3,68724681,68747401
chr3,68993649,69014162
chr3,79722844,79738238
chr3,98796342,98814248
chr3,104677891,104704771
chr3,133000500,133015904
chr3,137656031,137667622
chr3,144324340,144340307
chr3,164496690,164564528
chr4,21372028,21383728
chr4,27365128,27387573
chr4,27669382,27681804
chr4,34908411,34928521
chr4,38994096,39030459
chr4,64697458,64708246
chr4,66585593,66612067
chr4,67884759,67904161
chr4,115784598,115805556
chr4,160806512,160827512
chr4,170045333,170065351
chr5,2277485,2294688
chr5,2732283,2765682
chr5,4000469,4027756
chr5,21834219,21882541
chr5,57779336,57803547
chr5,70956512,70975376
chr5,106768277,106779702
chr5,107110294,107165264
chr5,147265594,147400410
chr5,150205489,150224083
chr5,179052143,179096306
chr6,66083101,66121203
chr6,136284228,136305362
chr7,4038918,4054771
chr7,8973958,8986822
chr7,9979315,10027103
chr7,10294102,10308735
chr7,16731193,16751230
chr7,26386813,26402507
chr7,49706592,49730488
chr7,52992791,53009002
chr7,56321673,56344705
chr7,64941888,65087594
chr7,68006219,68018930
chr7,76307762,76327887
chr7,84744823,84762101
chr7,85605481,85629403
chr7,88195578,88209431
chr7,119252904,119276476
chr7,126790331,126807539
chr7,130488802,130502118
chr7,141770498,141790171
chr7,144914017,144956574
chr7,146995654,147007664
chr7,150299274,150328326
chr7,153962575,153990131
chr7,154111916,154140841
chr7,154676792,154694734
chr7,157575991,157595237
chr8,1561757,1583640
chr8,2128062,2142267
chr8,2755071,2774638
chr8,4105584,4129394
chr8,5118516,5152760
chr8,5552852,5566504
chr8,6031823,6042111
chr8,7866151,8009192
chr8,72562784,72601266
chr8,83261317,83317534
chr8,83406707,83427914
chr8,97238770,97269060
chr8,99263848,99304130
chr8,136623381,136634612
chr8,139614531,139641419
chr9,192130,217099
chr9,128937676,128954557
chr10,62076837,62104776
chr10,65770213,65794120
chr10,67307912,67326682
chr10,72090100,72109046
chr10,83550447,83571022
chr10,95118432,95136246
chr10,121834566,121869074
chr11,18949061,18961166
chr11,42345965,42372007
chr11,81635696,81657819
chr12,150431,216039
chr12,9279599,9301795
chr12,34207010,34217670
chr12,34464458,34549106
chr12,48778671,48806998
chr12,49025473,49054799
chr12,61524956,61540634
chr12,61694875,61707599
chr12,98938701,98962348
chr12,114164587,114178439
chr12,126875542,126909112
chr12,130519884,130533754
chr12,130817976,130841561
chr13,25090537,25111397
chr13,25509385,25526357
chr13,25572907,25589205
chr13,29902632,29934659
chr13,58809433,58832386
chr13,66562827,66588835
chr13,75207897,75224986
chr13,77828036,77860074
chr13,93009397,93029016
chr13,100058520,100081984
chr13,112289329,112312278
chr15,22161334,22210804
chr15,27919486,27929805
chr15,32023286,32054272
chr16,3407259,3425325
chr16,6688068,6706076
chr16,8408724,8430117
chr16,17837152,17855604
chr16,87440418,87467747
chr17,34465090,34629684
chr17,44219556,44276548
chr18,13301706,13314040
chr18,70695826,70714318
chr18,75644996,75661742
chr18,76587073,76633386
chr19,56297254,56307723
chr21,17903974,17921423
chr21,23681914,23694082
chr21,32525801,32537469
chrX,88286642,88322403
chrX,91158913,91222067
chrX,153134548,153165818
chr1,235659,757457
chr1,18804106,18816616
chr1,18980400,18999691
chr1,40291643,40303988
chr1,54045181,54061978
chr1,64124521,64167494
chr1,79133392,79155134
chr1,81370821,81393190
chr1,81999669,82047183
chr1,91235444,91259116
chr1,102608347,102619809
chr1,108300142,108320913
chr1,112695675,112706206
chr1,144938880,145004743
chr1,152757691,152776743
chr1,167654208,167671442
chr1,169233963,169255390
chr1,170370783,170383224
chr1,171797732,171814965
chr1,176951398,176978959
chr1,187154066,187165290
chr1,188216585,188248649
chr1,189528481,189549585
chr1,190536071,190546399
chr1,190976384,191015560
chr1,199583483,199598783
chr1,206261293,206290877
chr1,209640792,209700168
chr1,211918247,211971129
chr1,236018042,236036767
chr1,236911752,236924892
chr1,239775818,239798348
chr1,240391729,240407422
chr2,6642102,6669180
chr2,71591593,71627860
chr2,100280199,100291413
chr2,100894231,100917942
chr2,126740630,126765728
chr2,129010940,129029107
chr2,150956305,150968610
chr2,189170302,189202876
chr2,213096686,213117769
chr3,3617017,3633342
chr3,11020034,11031990
chr3,26591277,26611857
chr3,64078010,64098754
chr3,64279252,64305913
chr3,69478830,69494886
chr3,79722844,79738238
chr3,83463684,83504312
chr3,98796342,98814248
chr3,127577790,127604461
chr3,129760623,129792455
chr3,135696275,135706366
chr3,137657513,137667622
chr3,155433794,155490855
chr3,164496690,164564528
chr3,186015715,186031281
chr3,191721895,191742079
chr3,193417180,193449111
chr4,4103333,4171323
chr4,21372272,21383728
chr4,29874404,29923228
chr4,64697458,64708246
chr4,67880044,67904161
chr4,150145452,150196711
chr4,160806512,160827512
chr4,161838874,161873988
chr4,170040584,170065351
chr5,4000068,4013641
chr5,5868887,5903633
chr5,14415591,14433019
chr5,76209302,76224125
chr5,92065596,92082555
chr5,106768277,106779702
chr5,116084667,116104043
chr5,119615736,119628606
chr5,135368868,135396084
chr5,147040078,147062458
chr5,150205489,150224083
chr5,179051539,179096306
chr6,26681910,26765056
chr6,66083101,66121072
chr6,88639015,88655801
chr6,107424251,107446845
chr6,118943469,118960459
chr6,134582345,134606374
chr6,136275746,136305362
chr6,162501658,162513755
chr7,8973958,8986822
chr7,10294102,10308735
chr7,16731193,16751230
chr7,30865138,30878708
chr7,49817958,49833246
chr7,52992791,53007965
chr7,55207448,55218903
chr7,64930417,65072093
chr7,65901544,65972222
chr7,70420978,70431587
chr7,97492647,97503140
chr7,115269000,115289619
chr7,116109914,116125172
chr7,125587607,125599204
chr7,133785166,133798097
chr7,139097608,139112208
chr7,150299274,150340211
chr7,157575991,157598590
chr7,157941944,157954912
chr8,1561757,1583640
chr8,2128062,2142374
chr8,2254676,2272426
chr8,2460396,2487861
chr8,5079027,5089101
chr8,5112407,5152760
chr8,7866151,8009192
chr8,9710944,9721453
chr8,21477628,21494780
chr8,49905381,49941703
chr8,50460007,50480601
chr8,52465779,52492792
chr8,62765703,62785036
chr8,81013939,81071367
chr8,83294782,83317817
chr8,83406707,83427914
chr8,96995277,97008834
chr8,99263848,99304130
chr8,111777771,111794001
chr8,112418177,112455997
chr8,117668154,117706218
chr8,136207952,136220954
chr8,139604674,139641419
chr8,144705146,144750548
chr9,192130,217099
chr9,1771820,1787880
chr9,11085100,11097217
chr9,89545961,89573083
chr9,93842022,93855525
chr9,101092317,101128234
chr9,102972470,102993899
chr9,119510167,119529250
chr9,122844355,122861508
chr9,128932070,128954297
chr9,140272992,140291031
chr10,49871163,49894490
chr10,86432177,86455880
chr10,121834566,121869074
chr10,123338976,123366335
chr11,15171856,15182292
chr11,18949061,18961053
chr11,80932731,80948706
chr11,81635696,81657819
chr11,86320309,86331633
chr11,111020343,111040210
chr12,150431,199532
chr12,2019604,2034887
chr12,8520545,8584660
chr12,24858613,24885705
chr12,26135272,26153881
chr12,26246709,26259859
chr12,26443653,26461768
chr12,32822607,32864527
chr12,34207010,34217670
chr12,34464458,34532722
chr12,40985379,40996013
chr12,44444691,44457604
chr12,47057635,47088132
chr12,48742525,48806998
chr12,49025473,49054799
chr12,59979026,59992844
chr12,61524956,61536108
chr12,61694875,61712594
chr12,64278103,64291348
chr12,64422512,64438516
chr12,66166747,66189826
chr12,85214823,85237846
chr12,114173470,114183783
chr12,117423265,117436107
chr12,119553999,119582332
chr12,121542974,121561052
chr12,126877745,126909112
chr12,130817976,130841561
chr12,132249489,132278530
chr13,20236386,20268615
chr13,22085996,22121291
chr13,24605801,24618291
chr13,25572907,25589205
chr13,29904319,29934659
chr13,56211545,56290599
chr13,59941683,59974079
chr13,83707431,83762286
chr13,95831079,95848393
chr13,109777504,109792361
chr13,110543256,110554952
chr13,112289329,112312278
chr14,37548387,37573218
chr14,44429846,44441701
chr14,59534603,59548768
chr14,83274468,83286029
chr14,92585680,92615375
chr14,105365305,105384959
chr15,20820056,20875833
chr15,22161334,22210804
chr15,27919486,27932908
chr15,32023286,32054272
chr15,53689033,53702903
chr15,70238369,70263883
chr15,74860686,74914263
chr15,76860199,76895763
chr15,88979941,88998547
chr15,101425267,101441456
chr15,102405125,102459244
chr16,3406627,3425325
chr16,8408724,8421777
chr16,17837152,17856020
chr16,61830403,61860593
chr16,70119742,70301198
chr16,82096186,82113191
chr17,2999053,3011645
chr17,34460376,34629684
chr17,44219556,44247164
chr17,58880828,58912748
chr17,75228931,75247957
chr18,13292249,13314040
chr18,13480744,13514870
chr18,51123634,51134262
chr18,70695826,70710778
chr18,72276608,72348815
chr18,76587073,76633386
chr19,38872009,38903718
chr19,52400674,52415695
chr19,54730203,54753503
chr19,56297096,56307723
chr20,21875729,21891217
chr21,17903974,17921423
chr21,21626874,21638850
chr21,24301816,24320817
chr21,25766352,25790164
chr21,43471959,43486168
chr21,47989805,48004422
chrX,76195982,76378832
chrX,88286642,88408734
chrX,89546130,89674220
chr1,61724,752566
chr1,4972187,5001911
chr1,7931589,7944264
chr1,12721945,12734774
chr1,26173553,26210164
chr1,33829938,33846228
chr1,36568237,36628479
chr1,37331909,37344716
chr1,48108141,48180952
chr1,54045181,54061978
chr1,54963959,55048190
chr1,63574196,63597260
chr1,64102115,64173484
chr1,64456112,64477712
chr1,64772787,64785839
chr1,64913566,64951195
chr1,67843073,67855297
chr1,79132165,79155134
chr1,79671046,79689449
chr1,81374556,81393190
chr1,81857883,81893618
chr1,82019106,82031603
chr1,91193050,91259116
chr1,95016664,95062066
chr1,98528453,98547502
chr1,102608347,102619809
chr1,107056116,107092899
chr1,110320105,110333210
chr1,110597152,110608862
chr1,112695675,112706206
chr1,120109114,120154798
chr1,144938880,144991278
chr1,152757691,152776743
chr1,163010746,163028305
chr1,164812155,164838752
chr1,165737456,165765028
chr1,168752299,168765744
chr1,175554080,175575592
chr1,176951398,176978959
chr1,189528481,189549585
chr1,189551971,189562375
chr1,190536071,190546399
chr1,191890635,191928070
chr1,195814736,195828499
chr1,204267542,204283820
chr1,205574064,205609410
chr1,209598856,209620195
chr1,209640792,209688722
chr1,211491131,211527953
chr1,211918247,211934369
chr1,212917532,212929231
chr1,221948552,221968224
chr1,224327899,224342013
chr1,236018042,236044766
chr1,239757060,239781166
chr1,240208241,240237046
chr2,4266989,4278838
chr2,18536913,18555076
chr2,30080629,30093352
chr2,31349284,31365108
chr2,71309587,71333111
chr2,71591593,71622041
chr2,100280199,100293110
chr2,100894231,100917942
chr2,181794258,181812594
chr2,182454778,182465301
chr2,189179248,189202876
chr2,230877850,230927156
chr2,240131245,240141748
chr3,3617017,3633342
chr3,6212664,6223313
chr3,11019623,11039702
chr3,26532574,26577480
chr3,26591277,26611857
chr3,64073094,64098754
chr3,68724681,68747401
chr3,79722844,79738238
chr3,83463684,83498730
chr3,89050534,89075813
chr3,89407655,89420476
chr3,98796342,98814248
chr3,98969438,98987607
chr3,104677891,104712400
chr3,119866723,119883131
chr3,125375596,125387485
chr3,127098812,127113312
chr3,135696275,135713583
chr3,164496690,164564528
chr3,166689011,166710475
chr3,186015623,186031281
chr3,186427518,186446087
chr3,188149587,188160733
chr3,191721895,191742079
chr3,193423885,193437652
chr3,197290159,197314810
chr4,21372272,21383728
chr4,27365128,27387573
chr4,64697458,64708246
chr4,67884759,67904161
chr4,75261408,75328806
chr4,77782349,77795950
chr4,79137566,79158203
chr4,97111259,97123607
chr4,113768667,113922148
chr4,119044089,119103264
chr4,141590315,141611769
chr4,160806512,160827512
chr4,164275856,164298239
chr4,164301976,164315692
chr4,170043546,170065351
chr4,186435846,186447570
chr5,2259513,2295076
chr5,5868887,5912054
chr5,6693392,6731604
chr5,52028783,52053924
chr5,70956512,70974576
chr5,84409232,84435698
chr5,92062933,92082555
chr5,106768277,106779702
chr5,107109827,107165264
chr5,110409967,110420445
chr5,134639916,134652570
chr5,147264855,147452211
chr5,159664270,159687977
chr5,179082462,179096306
chr5,180210197,180273836
chr5,180600876,180620631
chr6,5370957,5383694
chr6,24791270,24808502
chr6,53931056,53942914
chr6,62206257,62241890
chr6,66521929,66583680
chr6,136281845,136305362
chr6,150611475,150622511
chr6,153960775,153978061
chr6,161174410,161189670
chr6,166498438,166514150
chr7,4883122,4900095
chr7,6764584,6939990
chr7,8973958,8986822
chr7,10007556,10027103
chr7,10294102,10308735
chr7,49811199,49833580
chr7,50255185,50267825
chr7,64941888,65069781
chr7,65901544,65972222
chr7,81621692,81656565
chr7,84744823,84762101
chr7,109437081,109453898
chr7,111230245,111266132
chr7,116088828,116118358
chr7,133785166,133798097
chr7,134395575,134412383
chr7,154111916,154133865
chr7,154676792,154694734
chr7,157575991,157595237
chr7,158261428,158280589
chr8,1561757,1583640
chr8,2128062,2142267
chr8,4105584,4129394
chr8,5118516,5152760
chr8,6287834,6302671
chr8,7866151,8055248
chr8,52465779,52481643
chr8,54528267,54545255
chr8,72562784,72601266
chr8,80690142,80706004
chr8,83294782,83317534
chr8,83406707,83427914
chr8,97238770,97269060
chr8,103777520,103817106
chr8,111420236,111451173
chr8,125569381,125600950
chr8,131635965,131647580
chr8,135154598,135165944
chr8,136205367,136220954
chr8,136623381,136638533
chr8,139614531,139641419
chr9,88019,188421
chr9,192130,217099
chr9,1771820,1787687
chr9,2967000,2978471
chr9,4315654,4334708
chr9,11085100,11097217
chr9,14115512,14129298
chr9,24949255,24971815
chr9,37248794,37259024
chr9,41475095,42136014
chr9,71045523,71059889
chr9,71060698,71073883
chr9,80787053,80810926
chr9,80955416,80983748
chr9,81131629,81192807
chr9,81725580,81740239
chr9,86033080,86046077
chr9,86741462,86769798
chr9,89568979,89583754
chr9,90177852,90190897
chr9,91904052,91919868
chr9,92890214,92930033
chr9,93835081,93855525
chr9,95539742,95554119
chr9,101092019,101128234
chr9,101765842,101776872
chr9,102972470,102993899
chr9,104861953,104873300
chr9,105803673,105839570
chr9,107268433,107293507
chr9,113106988,113117291
chr9,114501707,114514774
chr9,122381936,122397270
chr9,127231950,127249134
chr9,137812980,137831530
chr9,138181481,138199455
chr9,140228144,140255821
chr10,1757008,1768768
chr10,2840048,2865170
chr10,11323050,11338340
chr10,27683352,27694764
chr10,28552169,28574624
chr10,47058781,47069678
chr10,61754081,61796090
chr10,65769867,65793994
chr10,67307940,67325453
chr10,84482622,84501254
chr10,85249879,85277892
chr10,86432177,86455880
chr10,95248031,95262497
chr10,121833091,121869074
chr10,129885669,129921841
chr10,133021697,133068710
chr10,134439479,134463595
chr11,5365693,5403334
chr11,16913849,16926240
chr11,18949061,18961166
chr11,33200477,33322992
chr11,46739135,46771040
chr11,80932731,80948706
chr11,81635696,81657819
chr11,86320309,86331633
chr11,92898343,92914900
chr11,93692301,93704460
chr11,94398300,94411665
chr11,116076503,116087932
chr11,118336891,118349295
chr11,118374530,118438789
chr12,161209,224353
chr12,8520545,8581129
chr12,34464458,34512767
chr12,49054800,49065987
chr12,61524956,61536108
chr12,74294308,74357131
chr12,84544532,84598626
chr12,117423265,117436107
chr13,20236386,20268615
chr13,22091154,22121291
chr13,22483197,22501496
chr13,25090537,25101328
chr13,25509385,25521899
chr13,29904319,29934659
chr13,42269328,42284276
chr13,44700184,44731082
chr13,54151604,54162482
chr13,56211545,56316044
chr13,57588602,57599668
chr13,58809433,58832386
chr13,59070901,59091043
chr13,65494196,65507078
chr13,74678464,74697856
chr13,78861537,78886002
chr13,83712774,83757792
chr13,93015472,93029016
chr13,112298968,112311656
chr13,112547398,112576691
chr14,22633669,22646684
chr14,42424595,42445032
chr14,44429846,44441701
chr14,59534603,59548768
chr14,83274468,83288149
chr14,105366500,105384959
chr14,107256841,107285437
chr15,19080070,19169035
chr15,22159030,22210804
chr15,25097250,25111171
chr15,27919486,27932908
chr15,32023286,32054272
chr15,43241695,43264116
chr15,70238369,70259349
chr15,76868216,76895763
chr15,88979941,89001344
chr16,650873,732031
chr16,17429598,17475645
chr16,20342573,20398843
chr16,54443224,54456082
chr16,70119742,70301198
chr16,75206393,75252306
chr16,81816140,81832987
chr16,86555874,86570689
chr17,221027,401126
chr17,21991482,22049070
chr17,32898485,32912092
chr17,34465090,34629684
chr17,37804799,37851227
chr17,39278789,39291158
chr17,44219556,44247164
chr17,50246998,50258854
chr17,68931413,68961714
chr17,75236951,75247957
chr18,64141843,64209010
chr18,70695826,70717327
chr18,72279247,72345993
chr18,76417560,76429766
chr19,15728104,15753423
chr19,35849482,35866942
chr19,47388307,47414252
chr19,54730203,54741307
chr19,56297254,56307723
chr20,51357730,51386033
chr20,60352122,60366933
chr21,11052618,11108136
chr21,17903974,17920138
chr21,19788988,19802315
chr21,20903433,20917591
chr21,23681914,23694082
chr21,25751865,25774644
chr21,32525346,32537469
chr22,32938417,32953616
chr22,41572462,41612450
chr22,48320641,48364272
chr22,49865199,49915084
chrX,134806,278275
chrX,76227771,76357623
chrX,88286642,88445331
chrX,91158913,91222067
chr1,61724,752566
chr1,16803765,17262235
chr1,82434227,82460799
chr1,112695675,112706128
chr1,144024527,145290292
chr1,148747642,149062815
chr1,149429195,149691734
chr2,12773,101514
chr2,159998,176399
chr2,71308787,71333111
chr2,87250485,87445945
chr2,90121340,91828661
chr2,97834071,97877161
chr2,132304934,132585113
chr2,189039510,189064828
chr2,243045455,243089444
chr3,6319264,6335460
chr3,41243961,41254646
chr4,12270,65966
chr4,4075476,4186049
chr4,49154607,49658600
chr5,15521,169902
chr5,107125306,107152698
chr5,147391586,147481385
chr6,26681910,26765056
chr6,29871637,29908469
chr6,94394214,94440604
chr7,68305,116066
chr7,6854099,6914910
chr7,64950882,65069489
chr7,133785166,133799185
chr7,143909224,144074929
chr7,159105037,159119708
chr8,7966178,8009192
chr8,62771559,62785036
chr9,46588,188421
chr9,23361806,23390071
chr9,23745591,23777151
chr9,33519195,33579887
chr9,69137904,69567855
chr9,128732276,128744152
chr10,12495537,12554546
chr10,115094268,115158306
chr11,55376487,55442306
chr11,67475602,67736481
chr11,134843811,134944770
chr12,8520545,8584660
chr12,11220713,11256817
chr12,52488414,52522887
chr14,35487741,35510806
chr14,86411491,86422757
chr14,95014328,95038221
chr15,76869930,76895763
chr16,14835056,15063705
chr16,70978363,71025438
chr16,78661665,78782950
chr17,44458483,44738320
chr18,44527148,44539223
chr19,35849482,35861158
chr20,1561569,1593837
chr20,2517122,2531967
chr21,11039261,11173781
chr22,24311220,24337295
chrX,86482467,86493980
chrX,88818514,89076175
chrX,113822240,113838550
chr1,4971218,4984372
chr1,16165662,16215509
chr1,17093246,17212702
chr1,47107320,47122102
chr1,80104163,80125634
chr1,112695675,112706186
chr1,117883835,117913019
chr1,152757691,152768688
chr1,161353352,161382979
chr1,207803022,207820313
chr1,222535103,222560139
chr2,10275747,10291794
chr2,45318466,45336292
chr2,65432858,65454198
chr2,128858966,128903147
chr2,146862086,146880412
chr2,208339806,208371523
chr3,955802,978625
chr3,6662647,6692581
chr3,8477383,8494798
chr3,11020034,11039702
chr3,65198956,65210440
chr3,129785929,129808799
chr3,164527691,164564528
chr3,197307434,197326423
chr4,1648441,1682315
chr4,1684371,1701548
chr4,10214161,10234995
chr4,11138390,11159729
chr4,21372272,21388664
chr4,36397286,36417179
chr4,64697458,64708246
chr4,105473582,105490852
chr4,109807216,109830828
chr4,114260642,114310070
chr4,150119111,150201931
chr5,2494274,2524391
chr5,5429181,5480946
chr5,16888773,16914195
chr5,29040647,29052682
chr5,35936172,35964353
chr5,61347958,61381507
chr5,65352981,65379209
chr5,92058185,92084770
chr5,101186634,101205150
chr5,134142714,134162146
chr5,178484352,178510587
chr6,7195010,7212744
chr6,25589593,25602125
chr6,25725000,25738020
chr6,26728629,26768557
chr6,32700685,32712384
chr6,41659395,41678727
chr6,69870721,69897251
chr6,136292823,136321545
chr6,142065497,142104779
chr6,149693699,149712040
chr6,153888743,153913707
chr6,167704474,167736870
chr7,10004480,10030990
chr7,19636225,19653111
chr7,34821664,34847184
chr7,44954220,44984290
chr7,45900246,45911588
chr7,57215474,57271637
chr7,57564933,57585299
chr7,72896551,72934030
chr7,73340514,73418562
chr7,95863126,95876136
chr7,98821803,98836966
chr7,133785166,133798834
chr7,140192331,140212407
chr7,141770358,141790171
chr7,152676752,152690076
chr7,154110421,154126156
chr7,154222630,154236819
chr7,155475725,155514666
chr7,158455002,158481827
chr7,159046810,159069632
chr8,2129548,2142267
chr8,2254676,2271139
chr8,7935844,8055248
chr8,14364898,14377071
chr8,42145451,42158434
chr8,42382957,42441822
chr8,52366301,52385606
chr8,56207255,56218669
chr8,65238486,65254824
chr8,66464202,66483799
chr8,96454383,96469100
chr8,97269047,97315645
chr8,111414730,111442047
chr8,112463698,112515260
chr8,116238101,116257823
chr8,121054111,121069971
chr8,134726515,134758178
