chromosome,start,end,value
chr2,187500000,187749999,0.0024
chr2,187750000,187999999,0.002832
chr2,188000000,188249999,0.003016
chr2,188250000,188499999,0.002096
chr2,188500000,188749999,0.002916
chr2,188750000,188999999,0.002712
chr2,189000000,189249999,0.00152
chr2,189250000,189499999,0.003016
chr2,189500000,189749999,0.002584
chr2,189750000,189999999,0.002188
chr2,190000000,190249999,0.002864
chr2,190250000,190499999,0.003432
chr2,190500000,190749999,0.0029
chr2,190750000,190999999,0.003148
chr2,191000000,191249999,0.002048
chr2,191250000,191499999,0.0026
chr2,191500000,191749999,0.002644
chr2,191750000,191999999,0.002772
chr2,192000000,192249999,0.003044
chr2,192250000,192499999,0.002224
chr2,192500000,192749999,0.002548
chr2,192750000,192999999,0.002644
chr2,193000000,193249999,0.002672
chr2,193250000,193499999,0.0022
chr2,193500000,193749999,0.002124
chr2,193750000,193999999,0.0021
chr2,194000000,194249999,0.002784
chr2,194250000,194499999,0.002472
chr2,194500000,194749999,0.002276
chr2,194750000,194999999,0.001984
chr2,195000000,195249999,0.002392
chr2,195250000,195499999,0.002288
chr2,195500000,195749999,0.00348
chr2,195750000,195999999,0.003136
chr2,196000000,196249999,0.0025
chr2,196250000,196499999,0.002192
chr2,196500000,196749999,0.002736
chr2,196750000,196999999,0.003616
chr2,197000000,197249999,0.002392
chr2,197250000,197499999,0.001348
chr2,197500000,197749999,0.00238
chr2,197750000,197999999,0.002684
chr2,198000000,198249999,0.001616
chr2,198250000,198499999,0.001388
chr2,198500000,198749999,0.00206
chr2,198750000,198999999,0.002736
chr2,199000000,199249999,0.002448
chr2,199250000,199499999,0.002724
chr2,199500000,199749999,0.002732
chr2,199750000,199999999,0.00212
chr2,200000000,200249999,0.00218
chr2,200250000,200499999,0.00194
chr2,200500000,200749999,0.001852
chr2,200750000,200999999,0.002236
chr2,201000000,201249999,0.00282
chr2,201250000,201499999,0.002408
chr2,201500000,201749999,0.001896
chr2,201750000,201999999,0.002824
chr2,202000000,202249999,0.002216
chr2,202250000,202499999,0.002564
chr2,202500000,202749999,0.002804
chr2,202750000,202999999,0.001932
chr2,203000000,203249999,0.001712
chr2,203250000,203499999,0.001432
chr2,203500000,203749999,0.001336
chr2,203750000,203999999,0.001872
chr2,204000000,204249999,0.002076
chr2,204250000,204499999,0.002712
chr2,204500000,204749999,0.002924
chr2,204750000,204999999,0.002552
chr2,205000000,205249999,0.002476
chr2,205250000,205499999,0.002012
chr2,205500000,205749999,0.0029
chr2,205750000,205999999,0.00304
chr2,206000000,206249999,0.002512
chr2,206250000,206499999,0.002716
chr2,206500000,206749999,0.002872
chr2,206750000,206999999,0.002264
chr2,207000000,207249999,0.00204
chr2,207250000,207499999,0.003136
chr2,207500000,207749999,0.002832
chr2,207750000,207999999,0.00248
chr2,208000000,208249999,0.002324
chr2,208250000,208499999,0.002652
chr2,208500000,208749999,0.003736
chr2,208750000,208999999,0.003104
chr2,209000000,209249999,0.002584
chr2,209250000,209499999,0.00218
chr2,209500000,209749999,0.003132
chr2,209750000,209999999,0.003736
chr2,210000000,210249999,0.002828
chr2,210250000,210499999,0.002184
chr2,210500000,210749999,0.001616
chr2,210750000,210999999,0.001916
chr2,211000000,211249999,0.002436
chr2,211250000,211499999,0.002924
chr2,211500000,211749999,0.003544
chr2,211750000,211999999,0.002912
chr2,212000000,212249999,0.003156
chr2,212250000,212499999,0.003304
chr2,212500000,212749999,0.003164
chr2,212750000,212999999,0.003812
chr2,213000000,213249999,0.002852
chr2,213250000,213499999,0.002652
chr2,213500000,213749999,0.002724
chr2,213750000,213999999,0.0027
chr2,214000000,214249999,0.001924
chr2,214250000,214499999,0.00372
chr2,214500000,214749999,0.002776
chr2,214750000,214999999,0.0025
chr2,215000000,215249999,0.003168
chr2,215250000,215499999,0.003296
chr2,215500000,215749999,0.003036
chr2,215750000,215999999,0.0034
chr2,216000000,216249999,0.002996
chr2,216250000,216499999,0.002864
chr2,216500000,216749999,0.003072
chr2,216750000,216999999,0.003088
chr2,217000000,217249999,0.003184
chr2,217250000,217499999,0.003176
chr2,217500000,217749999,0.003484
chr2,217750000,217999999,0.003116
chr2,218000000,218249999,0.003124
chr2,218250000,218499999,0.0031
chr2,218500000,218749999,0.002904
chr2,218750000,218999999,0.002784
chr2,219000000,219249999,0.002424
chr2,219250000,219499999,0.002464
chr2,219500000,219749999,0.00222
chr2,219750000,219999999,0.002808
chr2,220000000,220249999,0.002568
chr2,220250000,220499999,0.003464
chr2,220500000,220749999,0.003292
chr2,220750000,220999999,0.003512
chr2,221000000,221249999,0.003176
chr2,221250000,221499999,0.002556
chr2,221500000,221749999,0.002544
chr2,221750000,221999999,0.003368
chr2,222000000,222249999,0.0028
chr2,222250000,222499999,0.002132
chr2,222500000,222749999,0.003176
chr2,222750000,222999999,0.002228
chr2,223000000,223249999,0.002312
chr2,223250000,223499999,0.002892
chr2,223500000,223749999,0.003716
chr2,223750000,223999999,0.003036
chr2,224000000,224249999,0.002628
chr2,224250000,224499999,0.003536
chr2,224500000,224749999,0.003168
chr2,224750000,224999999,0.003436
chr2,225000000,225249999,0.003116
chr2,225250000,225499999,0.002384
chr2,225500000,225749999,0.003396
chr2,225750000,225999999,0.002952
chr2,226000000,226249999,0.002016
chr2,226250000,226499999,0.001952
chr2,226500000,226749999,0.003144
chr2,226750000,226999999,0.002704
chr2,227000000,227249999,0.002436
chr2,227250000,227499999,0.002236
chr2,227500000,227749999,0.00252
chr2,227750000,227999999,0.0038
chr2,228000000,228249999,0.003364
chr2,228250000,228499999,0.00398
chr2,228500000,228749999,0.003244
chr2,228750000,228999999,0.0027
chr2,229000000,229249999,0.00306
chr2,229250000,229499999,0.001996
chr2,229500000,229749999,0.003332
chr2,229750000,229999999,0.002988
chr2,230000000,230249999,0.003648
chr2,230250000,230499999,0.002016
chr2,230500000,230749999,0.003056
chr2,230750000,230999999,0.003376
chr2,231000000,231249999,0.004256
chr2,231250000,231499999,0.002384
chr2,231500000,231749999,0.002652
chr2,231750000,231999999,0.002264
chr2,232000000,232249999,0.003276
chr2,232250000,232499999,0.002996
chr2,232500000,232749999,0.002128
chr2,232750000,232999999,0.003144
chr2,233000000,233249999,0.003808
chr2,233250000,233499999,0.00276
chr2,233500000,233749999,0.003148
chr2,233750000,233999999,0.00294
chr2,234000000,234249999,0.003388
chr2,234250000,234499999,0.0062
chr2,234500000,234749999,0.005116
chr2,234750000,234999999,0.0029
chr2,235000000,235249999,0.003928
chr2,235250000,235499999,0.003728
chr2,235500000,235749999,0.003648
chr2,235750000,235999999,0.003676
chr2,236000000,236249999,0.003192
chr2,236250000,236499999,0.003084
chr2,236500000,236749999,0.002744
chr2,236750000,236999999,0.002492
chr2,237000000,237249999,0.002796
chr2,237250000,237499999,0.003552
chr2,237500000,237749999,0.003064
chr2,237750000,237999999,0.003024
chr2,238000000,238249999,0.004028
chr2,238250000,238499999,0.003116
chr2,238500000,238749999,0.00334
chr2,238750000,238999999,0.002792
chr2,239000000,239249999,0.003316
chr2,239250000,239499999,0.002044
chr2,239500000,239749999,0.003912
chr2,239750000,239999999,0.002904
chr2,240000000,240249999,0.003192
chr2,240250000,240499999,0.003632
chr2,240500000,240749999,0.003888
chr2,240750000,240999999,0.004224
chr2,241000000,241249999,0.00338
chr2,241250000,241499999,0.003664
chr2,241500000,241749999,0.003684
chr2,241750000,241999999,0.002808
chr2,242000000,242249999,0.003248
chr2,242250000,242499999,0.003108
chr2,242500000,242749999,0.00368
chr2,242750000,242999999,1.6e-05
chr3,0,249999,0.0039
chr3,250000,499999,0.00456
chr3,500000,749999,0.008192
chr3,750000,999999,0.006088
chr3,1000000,1249999,0.004316
chr3,1250000,1499999,0.010224
chr3,1500000,1749999,0.009056
chr3,1750000,1999999,0.005364
chr3,2000000,2249999,0.006048
chr3,2250000,2499999,0.0045
chr3,2500000,2749999,0.005124
chr3,2750000,2999999,0.004224
chr3,3000000,3249999,0.007228
chr3,3250000,3499999,0.004632
chr3,3500000,3749999,0.005988
chr3,3750000,3999999,0.010212
chr3,4000000,4249999,0.006512
chr3,4250000,4499999,0.007244
chr3,4500000,4749999,0.003604
chr3,4750000,4999999,0.010348
chr3,5000000,5249999,0.003428
chr3,5250000,5499999,0.004744
chr3,5500000,5749999,0.004992
chr3,5750000,5999999,0.005816
chr3,6000000,6249999,0.004172
chr3,6250000,6499999,0.007564
chr3,6500000,6749999,0.005516
chr3,6750000,6999999,0.004256
chr3,7000000,7249999,0.003892
chr3,7250000,7499999,0.00388
chr3,7500000,7749999,0.00354
chr3,7750000,7999999,0.005584
chr3,8000000,8249999,0.004716
chr3,8250000,8499999,0.004344
chr3,8500000,8749999,0.006196
chr3,8750000,8999999,0.0057
chr3,9000000,9249999,0.003276
chr3,9250000,9499999,0.002616
chr3,9500000,9749999,0.002952
chr3,9750000,9999999,0.003592
chr3,10000000,10249999,0.00536
chr3,10250000,10499999,0.00378
chr3,10500000,10749999,0.003968
chr3,10750000,10999999,0.00334
chr3,11000000,11249999,0.003064
chr3,11250000,11499999,0.00228
chr3,11500000,11749999,0.003864
chr3,11750000,11999999,0.004336
chr3,12000000,12249999,0.005164
chr3,12250000,12499999,0.003344
chr3,12500000,12749999,0.003412
chr3,12750000,12999999,0.003028
chr3,13000000,13249999,0.003596
chr3,13250000,13499999,0.004208
chr3,13500000,13749999,0.003536
chr3,13750000,13999999,0.003168
chr3,14000000,14249999,0.006436
chr3,14250000,14499999,0.003748
chr3,14500000,14749999,0.002972
chr3,14750000,14999999,0.003132
chr3,15000000,15249999,0.005336
chr3,15250000,15499999,0.003828
chr3,15500000,15749999,0.0025
chr3,15750000,15999999,0.003032
chr3,16000000,16249999,0.003992
chr3,16250000,16499999,0.002708
chr3,16500000,16749999,0.004068
chr3,16750000,16999999,0.00322
chr3,17000000,17249999,0.002388
chr3,17250000,17499999,0.002264
chr3,17500000,17749999,0.001628
chr3,17750000,17999999,0.003008
chr3,18000000,18249999,0.002364
chr3,18250000,18499999,0.002692
chr3,18500000,18749999,0.004104
chr3,18750000,18999999,0.003992
chr3,19000000,19249999,0.002024
chr3,19250000,19499999,0.001916
chr3,19500000,19749999,0.001348
chr3,19750000,19999999,0.003348
chr3,20000000,20249999,0.00358
chr3,20250000,20499999,0.003588
chr3,20500000,20749999,0.002996
chr3,20750000,20999999,0.003024
chr3,21000000,21249999,0.003288
chr3,21250000,21499999,0.005072
chr3,21500000,21749999,0.0038
chr3,21750000,21999999,0.006792
chr3,22000000,22249999,0.004956
chr3,22250000,22499999,0.003428
chr3,22500000,22749999,0.003868
chr3,22750000,22999999,0.003152
chr3,23000000,23249999,0.002704
chr3,23250000,23499999,0.003288
chr3,23500000,23749999,0.002712
chr3,23750000,23999999,0.002812
chr3,24000000,24249999,0.00326
chr3,24250000,24499999,0.002704
chr3,24500000,24749999,0.003104
chr3,24750000,24999999,0.003424
chr3,25000000,25249999,0.003528
chr3,25250000,25499999,0.003716
chr3,25500000,25749999,0.002336
chr3,25750000,25999999,0.002232
chr3,26000000,26249999,0.00276
chr3,26250000,26499999,0.00336
chr3,26500000,26749999,0.004028
chr3,26750000,26999999,0.003436
chr3,27000000,27249999,0.003836
chr3,27250000,27499999,0.003488
chr3,27500000,27749999,0.003368
chr3,27750000,27999999,0.003328
chr3,28000000,28249999,0.0028
chr3,28250000,28499999,0.001836
chr3,28500000,28749999,0.00264
chr3,28750000,28999999,0.002824
chr3,29000000,29249999,0.003352
chr3,29250000,29499999,0.003784
chr3,29500000,29749999,0.00378
chr3,29750000,29999999,0.00312
chr3,30000000,30249999,0.003776
chr3,30250000,30499999,0.003016
chr3,30500000,30749999,0.00354
chr3,30750000,30999999,0.003352
chr3,31000000,31249999,0.003232
chr3,31250000,31499999,0.002856
chr3,31500000,31749999,0.002052
chr3,31750000,31999999,0.003204
chr3,32000000,32249999,0.003612
chr3,32250000,32499999,0.0034
chr3,32500000,32749999,0.003276
chr3,32750000,32999999,0.00224
chr3,33000000,33249999,0.002868
chr3,33250000,33499999,0.001836
chr3,33500000,33749999,0.001564
chr3,33750000,33999999,0.002384
chr3,34000000,34249999,0.002868
chr3,34250000,34499999,0.002052
chr3,34500000,34749999,0.003052
chr3,34750000,34999999,0.002912
chr3,35000000,35249999,0.002356
chr3,35250000,35499999,0.002124
chr3,35500000,35749999,0.002616
chr3,35750000,35999999,0.002208
chr3,36000000,36249999,0.00354
chr3,36250000,36499999,0.002692
chr3,36500000,36749999,0.002372
chr3,36750000,36999999,0.00244
chr3,37000000,37249999,0.002536
chr3,37250000,37499999,0.002292
chr3,37500000,37749999,0.003524
chr3,37750000,37999999,0.003104
chr3,38000000,38249999,0.003388
chr3,38250000,38499999,0.00456
chr3,38500000,38749999,0.002692
chr3,38750000,38999999,0.002572
chr3,39000000,39249999,0.002544
chr3,39250000,39499999,0.003932
chr3,39500000,39749999,0.003512
chr3,39750000,39999999,0.003016
chr3,40000000,40249999,0.002852
chr3,40250000,40499999,0.00256
chr3,40500000,40749999,0.001696
chr3,40750000,40999999,0.001744
chr3,41000000,41249999,0.002808
chr3,41250000,41499999,0.002992
chr3,41500000,41749999,0.003452
chr3,41750000,41999999,0.003072
chr3,42000000,42249999,0.002712
chr3,42250000,42499999,0.003456
chr3,42500000,42749999,0.002432
chr3,42750000,42999999,0.002208
chr3,43000000,43249999,0.002584
chr3,43250000,43499999,0.0021
chr3,43500000,43749999,0.001644
chr3,43750000,43999999,0.002384
chr3,44000000,44249999,0.0023
chr3,44250000,44499999,0.002096
chr3,44500000,44749999,0.00194
chr3,44750000,44999999,0.001688
chr3,45000000,45249999,0.003428
chr3,45250000,45499999,0.003128
chr3,45500000,45749999,0.003472
chr3,45750000,45999999,0.002476
chr3,46000000,46249999,0.003296
chr3,46250000,46499999,0.003564
chr3,46500000,46749999,0.002988
chr3,46750000,46999999,0.00212
chr3,47000000,47249999,0.001632
chr3,47250000,47499999,0.00162
chr3,47500000,47749999,0.001836
chr3,47750000,47999999,0.001652
chr3,48000000,48249999,0.002068
chr3,48250000,48499999,0.002224
chr3,48500000,48749999,0.001852
chr3,48750000,48999999,0.00106
chr3,49000000,49249999,0.001268
chr3,49250000,49499999,0.002076
chr3,49500000,49749999,0.0021
chr3,49750000,49999999,0.001904
chr3,50000000,50249999,0.002084
chr3,50250000,50499999,0.001808
chr3,50500000,50749999,0.002724
chr3,50750000,50999999,0.002352
chr3,51000000,51249999,0.002052
chr3,51250000,51499999,0.001672
chr3,51500000,51749999,0.0012
chr3,51750000,51999999,0.001888
chr3,52000000,52249999,0.001364
chr3,52250000,52499999,0.001568
chr3,52500000,52749999,0.002232
chr3,52750000,52999999,0.003008
chr3,53000000,53249999,0.0031
chr3,53250000,53499999,0.00206
chr3,53500000,53749999,0.003028
chr3,53750000,53999999,0.003184
chr3,54000000,54249999,0.002744
chr3,54250000,54499999,0.002928
chr3,54500000,54749999,0.002652
chr3,54750000,54999999,0.002884
chr3,55000000,55249999,0.003864
chr3,55250000,55499999,0.003504
chr3,55500000,55749999,0.00272
chr3,55750000,55999999,0.002604
chr3,56000000,56249999,0.003096
chr3,56250000,56499999,0.002368
chr3,56500000,56749999,0.00334
chr3,56750000,56999999,0.002836
chr3,57000000,57249999,0.002836
chr3,57250000,57499999,0.002948
chr3,57500000,57749999,0.002044
chr3,57750000,57999999,0.002256
chr3,58000000,58249999,0.003676
chr3,58250000,58499999,0.002968
chr3,58500000,58749999,0.00284
chr3,58750000,58999999,0.001428
chr3,59000000,59249999,0.001732
chr3,59250000,59499999,0.00394
chr3,59500000,59749999,0.003876
chr3,59750000,59999999,0.00528
chr3,60000000,60249999,0.00498
chr3,60250000,60499999,0.004904
chr3,60500000,60749999,0.004248
chr3,60750000,60999999,0.003416
chr3,61000000,61249999,0.003356
chr3,61250000,61499999,0.002924
chr3,61500000,61749999,0.003144
chr3,61750000,61999999,0.003012
chr3,62000000,62249999,0.00296
chr3,62250000,62499999,0.001952
chr3,62500000,62749999,0.004668
chr3,62750000,62999999,0.002748
chr3,63000000,63249999,0.003648
chr3,63250000,63499999,0.004052
chr3,63500000,63749999,0.003164
chr3,63750000,63999999,0.001552
chr3,64000000,64249999,0.003076
chr3,64250000,64499999,0.003552
chr3,64500000,64749999,0.003412
chr3,64750000,64999999,0.004084
chr3,65000000,65249999,0.003704
chr3,65250000,65499999,0.002988
chr3,65500000,65749999,0.00324
chr3,65750000,65999999,0.003652
chr3,66000000,66249999,0.001268
chr3,66250000,66499999,0.002004
chr3,66500000,66749999,0.002792
chr3,66750000,66999999,0.004196
chr3,67000000,67249999,0.003092
chr3,67250000,67499999,0.004316
chr3,67500000,67749999,0.003308
chr3,67750000,67999999,0.002724
chr3,68000000,68249999,0.00324
chr3,68250000,68499999,0.003112
chr3,68500000,68749999,0.003732
chr3,68750000,68999999,0.003208
chr3,69000000,69249999,0.002844
chr3,69250000,69499999,0.00356
chr3,69500000,69749999,0.004056
chr3,69750000,69999999,0.003444
chr3,70000000,70249999,0.00238
chr3,70250000,70499999,0.003048
chr3,70500000,70749999,0.00294
chr3,70750000,70999999,0.002904
chr3,71000000,71249999,0.00216
chr3,71250000,71499999,0.002804
chr3,71500000,71749999,0.00214
chr3,71750000,71999999,0.003024
chr3,72000000,72249999,0.003592
chr3,72250000,72499999,0.003148
chr3,72500000,72749999,0.0029
chr3,72750000,72999999,0.002288
chr3,73000000,73249999,0.003524
chr3,73250000,73499999,0.003836
chr3,73500000,73749999,0.003268
chr3,73750000,73999999,0.00368
chr3,74000000,74249999,0.003392
chr3,74250000,74499999,0.003576
chr3,74500000,74749999,0.003772
chr3,74750000,74999999,0.003216
chr3,75000000,75249999,0.00358
chr3,75250000,75499999,0.003244
chr3,75500000,75749999,0.00704
chr3,75750000,75999999,0.010532
chr3,76000000,76249999,0.003316
chr3,76250000,76499999,0.002728
chr3,76500000,76749999,0.003216
chr3,76750000,76999999,0.004232
chr3,77000000,77249999,0.002592
chr3,77250000,77499999,0.003008
chr3,77500000,77749999,0.002904
chr3,77750000,77999999,0.003064
chr3,78000000,78249999,0.001628
chr3,78250000,78499999,0.0021
chr3,78500000,78749999,0.00332
chr3,78750000,78999999,0.00286
chr3,79000000,79249999,0.001808
chr3,79250000,79499999,0.002008
chr3,79500000,79749999,0.002352
chr3,79750000,79999999,0.003204
chr3,80000000,80249999,0.002444
chr3,80250000,80499999,0.002748
chr3,80500000,80749999,0.002856
chr3,80750000,80999999,0.0025
chr3,81000000,81249999,0.003476
chr3,81250000,81499999,0.00258
chr3,81500000,81749999,0.00194
chr3,81750000,81999999,0.002144
chr3,82000000,82249999,0.00242
chr3,82250000,82499999,0.001884
chr3,82500000,82749999,0.002808
chr3,82750000,82999999,0.00272
chr3,83000000,83249999,0.002812
chr3,83250000,83499999,0.00164
chr3,83500000,83749999,0.0019
chr3,83750000,83999999,0.002112
chr3,84000000,84249999,0.002016
chr3,84250000,84499999,0.002352
chr3,84500000,84749999,0.002892
chr3,84750000,84999999,0.002876
chr3,85000000,85249999,0.002872
chr3,85250000,85499999,0.002036
chr3,85500000,85749999,0.003428
chr3,85750000,85999999,0.002216
chr3,86000000,86249999,0.002196
chr3,86250000,86499999,0.002724
chr3,86500000,86749999,0.002748
chr3,86750000,86999999,0.002664
chr3,87000000,87249999,0.002268
chr3,87250000,87499999,0.003756
chr3,87500000,87749999,0.003244
chr3,87750000,87999999,0.00196
chr3,88000000,88249999,0.002848
chr3,88250000,88499999,0.0029
chr3,88500000,88749999,0.003556
chr3,88750000,88999999,0.00308
chr3,89000000,89249999,0.002856
chr3,89250000,89499999,0.001988
chr3,89500000,89749999,0.001536
chr3,89750000,89999999,0.001984
chr3,90000000,90249999,0.001564
chr3,90250000,90499999,0.001324
chr3,90500000,90749999,0.000668
chr3,94750000,94999999,0.006312
chr3,95000000,95249999,0.002444
chr3,95250000,95499999,0.004116
chr3,95500000,95749999,0.0038
chr3,95750000,95999999,0.008128
chr3,96000000,96249999,0.005212
chr3,96250000,96499999,0.00512
chr3,96500000,96749999,0.004336
chr3,96750000,96999999,0.00398
chr3,97000000,97249999,0.007296
chr3,97250000,97499999,0.004552
chr3,97500000,97749999,0.003052
chr3,97750000,97999999,0.005868
chr3,98000000,98249999,0.003724
chr3,98250000,98499999,0.001656
chr3,98500000,98749999,0.005576
chr3,98750000,98999999,0.005768
chr3,99000000,99249999,0.008368
chr3,99250000,99499999,0.00742
chr3,99500000,99749999,0.00772
chr3,99750000,99999999,0.002676
chr3,100000000,100249999,0.00644
chr3,100250000,100499999,0.007296
chr3,100500000,100749999,0.004508
chr3,100750000,100999999,0.006316
chr3,101000000,101249999,0.001844
chr3,101250000,101499999,0.002324
chr3,101500000,101749999,0.008252
chr3,101750000,101999999,0.006164
chr3,102000000,102249999,0.003
chr3,102250000,102499999,0.004264
chr3,102500000,102749999,0.003828
chr3,102750000,102999999,0.002716
chr3,103000000,103249999,0.003892
chr3,103250000,103499999,0.002352
chr3,103500000,103749999,0.001792
chr3,103750000,103999999,0.00274
chr3,104000000,104249999,0.004316
chr3,104250000,104499999,0.006808
chr3,104500000,104749999,0.002424
chr3,104750000,104999999,0.008332
chr3,105000000,105249999,0.002396
chr3,105250000,105499999,0.00442
chr3,105500000,105749999,0.003188
chr3,105750000,105999999,0.003364
chr3,106000000,106249999,0.002868
chr3,106250000,106499999,0.004532
chr3,106500000,106749999,0.002644
chr3,106750000,106999999,0.00476
chr3,107000000,107249999,0.002756
chr3,107250000,107499999,0.002888
chr3,107500000,107749999,0.00314
chr3,107750000,107999999,0.00512
chr3,108000000,108249999,0.00622
chr3,108250000,108499999,0.003528
chr3,108500000,108749999,0.003044
chr3,108750000,108999999,0.002776
chr3,109000000,109249999,0.003196
chr3,109250000,109499999,0.003636
chr3,109500000,109749999,0.003392
chr3,109750000,109999999,0.00516
chr3,110000000,110249999,0.003672
chr3,110250000,110499999,0.0048
chr3,110500000,110749999,0.003316
chr3,110750000,110999999,0.002296
chr3,111000000,111249999,0.003332
chr3,111250000,111499999,0.002704
chr3,111500000,111749999,0.003532
chr3,111750000,111999999,0.00362
chr3,112000000,112249999,0.002856
chr3,112250000,112499999,0.002184
chr3,112500000,112749999,0.003672
chr3,112750000,112999999,0.004188
chr3,113000000,113249999,0.003996
chr3,113250000,113499999,0.004284
chr3,113500000,113749999,0.003184
chr3,113750000,113999999,0.003824
chr3,114000000,114249999,0.002924
chr3,114250000,114499999,0.003704
chr3,114500000,114749999,0.002664
chr3,114750000,114999999,0.00202
chr3,115000000,115249999,0.002168
chr3,115250000,115499999,0.002676
chr3,115500000,115749999,0.002284
chr3,115750000,115999999,0.001888
chr3,116000000,116249999,0.0017
chr3,116250000,116499999,0.001512
chr3,116500000,116749999,0.002732
chr3,116750000,116999999,0.002812
chr3,117000000,117249999,0.002524
chr3,117250000,117499999,0.002748
chr3,117500000,117749999,0.003284
chr3,117750000,117999999,0.00376
chr3,118000000,118249999,0.003248
chr3,118250000,118499999,0.0031
chr3,118500000,118749999,0.002364
chr3,118750000,118999999,0.002816
chr3,119000000,119249999,0.00242
chr3,119250000,119499999,0.002656
chr3,119500000,119749999,0.003184
chr3,119750000,119999999,0.002636
chr3,120000000,120249999,0.003848
chr3,120250000,120499999,0.002944
chr3,120500000,120749999,0.00272
chr3,120750000,120999999,0.003128
chr3,121000000,121249999,0.001784
chr3,121250000,121499999,0.002524
chr3,121500000,121749999,0.002936
chr3,121750000,121999999,0.002724
chr3,122000000,122249999,0.00298
chr3,122250000,122499999,0.002164
chr3,122500000,122749999,0.002004
chr3,122750000,122999999,0.002656
chr3,123000000,123249999,0.002876
chr3,123250000,123499999,0.003404
chr3,123500000,123749999,0.002196
chr3,123750000,123999999,0.00326
chr3,124000000,124249999,0.002532
chr3,124250000,124499999,0.003048
chr3,124500000,124749999,0.002576
chr3,124750000,124999999,0.00276
chr3,125000000,125249999,0.00268
chr3,125250000,125499999,0.002548
chr3,125500000,125749999,0.002836
chr3,125750000,125999999,0.005052
chr3,126000000,126249999,0.002632
chr3,126250000,126499999,0.00338
chr3,126500000,126749999,0.002088
chr3,126750000,126999999,0.005924
chr3,127000000,127249999,0.00526
chr3,127250000,127499999,0.004236
chr3,127500000,127749999,0.003212
chr3,127750000,127999999,0.0022
chr3,128000000,128249999,0.001668
chr3,128250000,128499999,0.002928
chr3,128500000,128749999,0.003516
chr3,128750000,128999999,0.002648
chr3,129000000,129249999,0.002424
chr3,129250000,129499999,0.002344
chr3,129500000,129749999,0.003468
chr3,129750000,129999999,0.002792
chr3,130000000,130249999,0.002192
chr3,130250000,130499999,0.001844
chr3,130500000,130749999,0.002776
chr3,130750000,130999999,0.001844
chr3,131000000,131249999,0.00344
chr3,131250000,131499999,0.005736
chr3,131500000,131749999,0.003124
chr3,131750000,131999999,0.002004
chr3,132000000,132249999,0.002012
chr3,132250000,132499999,0.001876
chr3,132500000,132749999,0.002052
chr3,132750000,132999999,0.003192
chr3,133000000,133249999,0.004028
chr3,133250000,133499999,0.003292
chr3,133500000,133749999,0.002656
chr3,133750000,133999999,0.001828
chr3,134000000,134249999,0.003588
chr3,134250000,134499999,0.002628
chr3,134500000,134749999,0.003052
chr3,134750000,134999999,0.003132
chr3,135000000,135249999,0.002452
chr3,135250000,135499999,0.002368
chr3,135500000,135749999,0.002624
chr3,135750000,135999999,0.00292
chr3,136000000,136249999,0.003444
chr3,136250000,136499999,0.00284
chr3,136500000,136749999,0.002688
chr3,136750000,136999999,0.002196
chr3,137000000,137249999,0.002136
chr3,137250000,137499999,0.00176
chr3,137500000,137749999,0.001724
chr3,137750000,137999999,0.001576
chr3,138000000,138249999,0.002396
chr3,138250000,138499999,0.002412
chr3,138500000,138749999,0.002756
chr3,138750000,138999999,0.002864
chr3,139000000,139249999,0.002232
chr3,139250000,139499999,0.001924
chr3,139500000,139749999,0.002156
chr3,139750000,139999999,0.0022
chr3,140000000,140249999,0.002356
chr3,140250000,140499999,0.002588
chr3,140500000,140749999,0.00228
chr3,140750000,140999999,0.00278
chr3,141000000,141249999,0.002748
chr3,141250000,141499999,0.002504
chr3,141500000,141749999,0.00316
chr3,141750000,141999999,0.002892
chr3,142000000,142249999,0.002328
chr3,142250000,142499999,0.00256
chr3,142500000,142749999,0.001696
chr3,142750000,142999999,0.002788
chr3,143000000,143249999,0.003016
chr3,143250000,143499999,0.002096
chr3,143500000,143749999,0.001384
chr3,143750000,143999999,0.002196
chr3,144000000,144249999,0.002664
chr3,144250000,144499999,0.003076
chr3,144500000,144749999,0.002656
chr3,144750000,144999999,0.002796
chr3,145000000,145249999,0.003252
chr3,145250000,145499999,0.00212
chr3,145500000,145749999,0.003124
chr3,145750000,145999999,0.002528
chr3,146000000,146249999,0.002588
chr3,146250000,146499999,0.002596
chr3,146500000,146749999,0.004156
chr3,146750000,146999999,0.003224
chr3,147000000,147249999,0.003768
chr3,147250000,147499999,0.00324
chr3,147500000,147749999,0.002812
chr3,147750000,147999999,0.003456
chr3,148000000,148249999,0.001964
chr3,148250000,148499999,0.002192
chr3,148500000,148749999,0.001676
chr3,148750000,148999999,0.002292
chr3,149000000,149249999,0.00222
chr3,149250000,149499999,0.002244
chr3,149500000,149749999,0.002044
chr3,149750000,149999999,0.004652
chr3,150000000,150249999,0.00284
chr3,150250000,150499999,0.003768
chr3,150500000,150749999,0.00304
chr3,150750000,150999999,0.002732
chr3,151000000,151249999,0.002396
chr3,151250000,151499999,0.002656
chr3,151500000,151749999,0.002388
chr3,151750000,151999999,0.00208
chr3,152000000,152249999,0.002496
chr3,152250000,152499999,0.00222
chr3,152500000,152749999,0.003028
chr3,152750000,152999999,0.002684
chr3,153000000,153249999,0.002644
chr3,153250000,153499999,0.002732
chr3,153500000,153749999,0.002164
chr3,153750000,153999999,0.002544
chr3,154000000,154249999,0.00274
