chr,start,end
chr7,1286656,1311289
chr8,23484057,24674110
chr8,39300846,39540843
chr9,139234909,139651314
chr11,284839,289571
chr11,55363424,55443425
chr12,9558734,9738733
chr12,111747280,111867282
chr14,63766459,63871865
chr14,105945797,106931193
chr17,39636474,39886473
chr17,79559562,79836705
chr19,173073,268845
chr20,1542001,1632000
chr21,17418130,17558129
chr22,46339168,46356578
chrX,52814962,52934960
chr1,72727982,73087982
chr1,83497979,83737976
chr2,202864497,202944498
chr4,69441239,69481239
chr4,70149235,70229236
chr4,173429498,173429556
chr5,69704243,70584247
chr6,31262023,31512022
chr6,32482023,32522023
chr7,53429015,53583184
chr7,151772360,152082356
chr10,46979997,47149994
chr10,81270104,81554007
chr14,20200161,20430160
chr14,73960254,74040248
chr15,20935078,22210804
chr19,20628161,20698160
chr22,24345447,24385447
chr22,39275503,39375501
chr18,1,78077248
chr20,29400001,32100000
chr20,29400001,32100000
chr5,81400001,180915260
chr18,48200001,78077248
chr12,1,133851895
chrX,1,155270560
chr7,132600001,159138663
chr18,73100001,78077248
chr12,1,133851895
chr12,1,133851895
chr13,1,115169878
chr13,1,115169878
chr12,1,133851895
chr1,1,61300000
chr1,1,61300000
chr1,172900001,249250621
chr6,130300000,171115067
chr6,130300001,171115067
chr4,1,11300000
chr1,172900000,249250621
chr1,142600001,185800000
chr8,66000001,73900000
chr7,127100000,159138663
chrX,1,155270560
chr1,1,61300000
chr1,172900001,249250621
chr6,130300000,171115067
chr6,130300001,171115067
chr4,1,11300000
chr1,172900000,249250621
chr1,142600001,185800000
chr8,93300001,146364022
chr7,98000000,159138663
chr1,1,61300000
chr1,172900001,249250621
chr6,130300000,171115067
chr6,130300001,171115067
chr4,1,11300000
chr1,172900000,249250621
chr1,142600001,185800000
chr8,66000001,73900000
chr7,127100000,159138663
chrX,1,155270560
chr1,1,61300000
chr1,172900001,249250621
chr6,130300000,171115067
chr6,130300001,171115067
chr4,1,11300000
chr1,172900000,249250621
chr1,142600001,185800000
chr8,93300001,146364022
chr7,98000000,159138663
chr1,1,61300000
chr1,172900001,249250621
chr6,130300000,171115067
chr6,130300001,171115067
chr4,1,11300000
chr1,172900000,249250621
chr1,142600001,185800000
chr8,66000001,73900000
chr7,127100000,159138663
chr13,1,115169878
chr1,1,61300000
chr7,107400001,159138663
chr4,139500000,191154276
chr4,107700001,155600000
chr9,50700001,130300000
chr9,43600001,68700000
chr5,159900001,168500000
chr12,1,133851895
chrX,1,155270560
chr16,1,90354753
chr11,71146249,71146260
chr11,76302145,76302158
chr1,21783124,21783137
chr13,30778554,30778565
chr15,40269684,40269695
chr15,40328564,40328575
chr17,74267236,74267249
chr18,32821325,32821336
chr20,44985603,44985616
chr21,44260780,44260793
chr21,44265459,44265472
chr2,179970849,179970859
chr5,141381190,141381200
chr5,145492660,145492671
chr6,27223065,27223079
chr8,19256129,19256139
chr9,104150077,104150091
chr12,1,133851895
chr12,1,133851895
chr12,1,133851895
chr12,1,133851895
chr12,1,133851895
chrX,1,155270560
chr16,1,90354753
chr13,17900001,115169878
chr5,1,180915260
chr13,1,17900000
chr13,17900000,115169878
chr17,1,81195210
chr17,40200001,135534747
chr4,1,191154276
chr22,1,51304566
chr17,40200001,135534747
chr17,1,81195210
chr16,1,7900000
chr17,38100000,81195210
chr16,1,16800000
chr17,25800000,81195210
chrX,1,155270560
chrX,1,155270560
chrX,98300001,103700000
chr17,1,81195210
chr17,1,81195210
chr17,1,81195210
chr6,1,7100000
chr17,31800000,81195210
chr8,1,25000000
chr17,25800000,81195210
chr17,1,81195210
chr17,1,81195210
chr17,24000001,81195210
chr18,55436868,64389404
chr20,29846304,31486051
chr1,186154769,198026675
chr8,127626360,129604429
chr13,2,115169878
chr20,29400001,32100000
chr20,29400001,32100000
chr18,2,78077248
chr20,29400001,32100000
chr20,29400001,32100000
chr20,29400001,32100000
chr5,81400001,180915260
chr18,48200001,78077248
chr5,81400001,180915260
chr18,48200001,78077248
chr17,2,81195210
chr20,29400001,32100000
chr3,179000001,186000000
chr20,29400001,32100000
chr3,179000001,186000000
chr20,29400001,32100000
chr22,2,51304566
chr8,127300001,131500000
chr11,123900001,135006516
chr11,123900001,135006516
chr20,29400001,32100000
chr5,104500001,180915260
chr18,25000001,78077248
chrX,2,155270560
chr5,104500001,180915260
chr18,25000001,78077248
chr7,132600001,159138663
chr18,73100001,78077248
chr1,44100001,61300000
chr1,142600001,214500000
chr1,44100001,61300000
chr1,142600001,214500000
chr16,1,90354753
chr1,1,249250621
chr17,24000001,81195210
chr6,164500000,171115067
chr1,152555932,152592613
chr1,243040632,243142117
chr4,34780263,34832024
chr5,180377331,180423320
chr6,32453718,32648716
chr7,62453382,62725476
chr7,143203346,143563036
chr8,6832773,6869910
chr8,7209254,8145335
chr9,44301597,44346716
chr14,19377573,20399480
chr14,63511237,63809237
chr14,66020587,66408365
chr14,106786202,106819992
chr15,20206331,22141158
chr16,31962312,33941528
chr17,18348872,18401993
chr17,18958968,19137272
chr22,16099299,16450948
chr22,24275652,24349420
chrX,101526713,101670503
chrX,106691973,107502290
chrX,154934606,155247593
chr1,206125996,206181018
chr1,220927641,220955258
chr2,88149336,88216535
chr3,162568973,162608493
chr4,190525199,190647482
chr5,68914257,68971606
chr5,69710903,69765834
chr5,70320500,70356708
chr6,26884694,26964100
chr6,31963010,31989770
chr6,104905973,104932209
chr7,143903873,144002093
chr9,41949130,41965555
chr9,68217029,68273875
chr12,31286245,31330373
chr1,25593005,25635729
chr1,202471415,202508966
chr3,65194265,65207852
chr9,38842391,38926477
chr9,46769514,46804306
chr9,67594873,67654557
chr16,19947744,19961819
chr19,20636777,20656995
chr20,1562581,1587090
chrX,3553561,3569080
chr5,68914257,70143329
chr9,41895034,43211012
chr9,69194396,70491358
chr16,317093,1416465
chr19,423686,2085548
chr20,29848384,32328083
chr1,155916482,157000313
chr4,542064,1901276
chr4,7074333,10189983
chr5,297623,1522917
chr7,72941357,74005443
chr8,142284914,146169211
chr9,69194396,70491358
chr9,136209475,140548285
chr10,133873568,135434373
chr11,185879,3282766
chr11,44303339,45613233
chr16,317093,1416465
chr19,423686,2085548
chr19,38341913,40024450
chr19,45074171,46122773
chr20,60781679,62899570
chrX,48312658,49467049
chr1,104164832,104299291
chr1,144985039,145285392
chr1,147945516,149790428
chr1,161483590,161677711
chr6,32602678,32648716
chr6,78968527,79041463
chr8,6005566,6032921
chr8,7241758,7818196
chr8,39235858,39375971
chr9,44742980,44809672
chr9,46409741,46676472
chr10,46844067,47750430
chr11,73434939,73670168
chr12,9634789,9728769
chr14,19371437,20419660
chr14,106797928,106819992
chr15,20199711,23585010
chr15,28816680,28877264
chr16,22568408,22706598
chr16,32237283,33633117
chr17,44175560,44364792
chr18,14465389,14572051
chr22,16050461,16456548
chrX,3749160,3853419
chrX,71999428,72108459
chrX,106969263,107648912
chrX,153411244,153523594
chrX,154937810,155247593
chr1,25593005,25635729
chr3,65194265,65207852
chr4,69404686,69425750
chr4,120423925,120436695
chr6,91393147,91496563
chr8,12231660,12269259
chr9,38842391,38926477
chr9,40144805,40284803
chr9,44255050,44354296
chr9,45147621,45365459
chr9,46769514,46804306
chr9,67520174,67585969
chr14,78224201,78454013
chr16,19947744,19961819
chr16,75540881,75573809
chr19,20636777,20656995
chrX,67063012,67195091
chrX,143184412,143299574
chr1,83131656,83160334
chr1,143901188,144002754
chr2,40123857,40229565
chr2,88149336,88216535
chr3,127371651,127453894
chr3,162568973,162608493
chr3,195327474,195489991
chr5,7427996,7465660
chr5,68914257,68971606
chr5,69710903,69765834
chr5,70320500,70356708
chr5,70614178,70658450
chr5,106225039,106256510
chr6,31963010,31989770
chr7,143903873,144002093
chr8,28587768,28612679
chr9,41949130,41965555
chr9,68217029,68273875
chr12,154651,206377
chr12,11515720,11552372
chr17,34485244,34517629
chr21,14983638,15081782
chr22,37818321,37838435
chr1,202471415,202508966
chr1,72772480,72806308
chr21,14983638,15081782
chr22,18890701,19010568
chr22,20467535,20494262
chr22,21592463,21897468
chr22,42523447,42544625
chr22,42912656,42973672
chr1,110225997,110238241
chr1,120615402,120697088
chr1,152555933,152592614
chr1,220927641,220955258
chr2,13517115,13559355
chr2,34700448,34725369
chr2,88149336,88216535
chr2,110703152,110732295
chr2,111162167,111191249
chr5,106225039,106256510
chr6,31963010,31989770
chr11,55374960,55426217
chr12,8022141,8125077
chr12,31286245,31330373
chr13,35678024,35690337
chr14,106547830,106561035
chr17,44676097,44738320
chr19,55304718,55339427
chr20,29848384,30546831
chr3,16627324,16655028
chr4,69404686,69425750
chr5,713665,833482
chr5,119529315,119622453
chr6,265103,294296
chr6,33032694,33072205
chr6,103737554,103756275
chr7,154061,174783
chr8,12231660,12269259
chr8,47725963,47786574
chr9,137890,185332
chr9,40508113,40618097
chr9,40755801,40826223
chr9,46769514,46804306
chr10,48877489,49196934
chr14,73996975,74048213
chr15,24680008,24708659
chr16,14887259,15073760
chr16,15328498,15448814
chr16,16578758,16856089
chr16,18250978,18792471
chr17,18932607,19120332
chr17,34485244,34517629
chr17,43656944,43699751
chr17,45619459,45665070
chr19,43261797,43597432
chr20,1562586,1587097
chr21,10919200,11076643
chr22,24363976,24390743
chrX,134851870,134889833
chr20,29848384,32328083
chr5,68914257,70143329
chr9,41895034,43211012
chr9,66190464,67337394
chr9,69194396,70491358
chr16,15328498,16856089
chr1,1,249250621
chr17,24000001,81195210
chr17,1,81195210
chr12,1,133851895
chrX,1,155270560
chr12,1,133851895
chr1,1,249250621
chr6,164500001,171115067
chr17,24000000,81195210
chr20,1,27500000
chr20,27500000,63025520
chrX,1,155270560
chr6,164500001,171115067
chr17,24000000,81195210
chr20,1,63025520
chr6,164500001,171115067
chr17,24000000,81195210
chr20,1,27500000
chr20,27500000,63025520
chr20,29400001,49800000
chrX,1,60600000
chrX,60600000,155270560
chr10,97000001,135534747
chr3,1,198022430
chr5,1,180915260
chr11,1,135006516
chr12,1,133851895
chr16,1,90354753
chr16,1,90354753
chr17,1,81195210
chr20,1,63025520
chr12,1,133851895
chr1,196738613,196816718
chr1,17177035,17262235
chr1,61725,356530
chr1,72749850,72811904
chr1,196738613,196801430
chr1,72749850,72822824
chr1,16844922,17262235
chr1,61725,356530
chr1,72749850,72811904
chr1,196738613,196802060
chr1,16871268,17262235
chr1,61725,356530
chr1,62706539,63320853
chr1,104178028,104239677
chr1,72760846,72811904
chr1,17182427,17259308
chr1,17177035,17262235
chr1,72749850,72811904
chr1,121172319,121344081
chr1,16886125,16965777
chr1,104163777,104268210
chr1,102232905,102602310
chr1,72740736,72811904
chr1,102652779,102830480
chr1,25595937,25663298
chr1,144869086,144957815
chr1,17035210,17262235
chr1,61725,768781
chr1,232670116,232750354
chr1,144832257,144986985
chr1,25595937,25673142
chr1,17022271,17262235
chr1,61725,768781
chr1,232541849,232750354
chr1,17082581,17258127
chr1,144036739,144957815
chr1,61725,229607
chr1,16851504,16970444
chr1,16871268,16965777
chr1,25595937,25662200
chr1,72740075,72798598
chr1,25595937,25663298
chr1,17100220,17262235
chr1,148916179,149436830
chr1,149040068,149676305
chr1,12852750,13159071
chr1,72749850,72811136
chr1,232688982,232756026
chr1,16851504,17262235
chr1,104163777,104225556
chr1,61725,235716
chr1,17177035,17262235
chr1,17177035,17276229
chr1,16871268,17012773
chr1,104109228,104225556
chr1,144024528,144337917
chr1,17005724,17262235
chr1,61725,235716
chr2,188178091,188541988
chr2,89133114,89501226
chr2,89133114,89444414
chr2,177107094,177188182
chr2,857433,944415
chr2,89133114,89545331
chr2,89133114,89545331
chr2,89133114,89593743
chr2,18905365,19013114
chr2,89133114,89545331
chr2,89133114,89545331
chr2,89133114,89501226
chr2,89143758,89583895
chr2,89133114,89593743
chr2,89133114,89545331
chr2,87373883,87960588
chr2,89133621,89497676
chr2,87373883,88024655
chr2,87373883,87496048
chr2,90121341,90195665
chr2,89133114,89545331
chr2,87549040,88024655
chr2,99987194,100247605
chr2,87373883,87477181
chr2,89133114,89497676
chr2,87549040,87960588
chr2,99998894,100246927
chr2,90121341,90195665
chr2,87373883,87960588
chr2,89133114,90045248
chr2,100004122,100247605
chr2,89133114,89521934
chr2,87373883,88024655
chr2,100002277,100246927
chr2,89136042,89497483
chr2,87373883,87960588
chr2,99996167,100247605
chr2,34675457,34737045
chr2,89133114,89521934
chr2,87373883,88024655
chr2,99996167,100208897
chr2,89133114,89545331
chr2,87373883,87960588
chr2,89133114,89501226
chr2,90121341,90211593
chr2,89133114,89583895
chr2,89133114,89521934
chr2,188279455,188370232
chr2,89133114,89545331
chr2,914017,987604
chr2,89133114,89461034
chr2,188224059,188518244
chr2,89133114,89583895
chr2,90129351,90195665
chr2,89133114,89545331
chr2,89133114,89501226
chr2,90116109,90195665
chr2,89133114,89521934
chr2,90121341,90195665
chr2,89133114,89583895
chr3,62479555,62544840
chr3,162512647,162623885
chr3,62482554,62532618
chr3,195383132,195478861
chr3,162490484,162623885
chr3,162512647,162626591
chr3,166056403,166378003
chr3,166100825,166378003
chr3,166056403,166369144
chr3,77551317,77616575
chr3,166056403,166378003
chr3,166056731,166378003
chr3,166056403,166369144
chr3,166063332,166378003
chr3,166079947,166378003
chr3,62482554,62532618
chr3,166053218,166378003
chr3,162545706,162625983
chr3,62212069,62662853
chr3,195383132,195456036
chr3,195416643,195479748
chr3,195383132,195474751
chr4,93487561,93559356
chr4,190794050,191020138
chr4,65451608,65509557
chr4,69294789,69489323
chr4,69371993,69472866
chr4,93473050,93594439
chr4,10169537,10240663
chr4,12271,66707
chr4,134035216,134104405
chr4,34765597,34824713
chr4,92774418,92863885
chr4,93213381,93302929
chr4,93499736,93602477
chr4,12271,65966
chr4,9451337,9509875
chr4,179270796,179327072
chr4,34765154,34821328
chr4,69284581,69472866
chr4,93107486,93272452
chr4,93113276,94193881
chr4,93993210,94094507
chr5,81682033,84216102
chr5,121427232,121535638
chr5,146272515,146411126
chr5,676439,825641
chr5,717369,809794
chr5,15522,164193
chr5,18498927,18581119
chr5,128945746,129005735
chr5,147132590,147221772
chr5,7414148,7470781
chr5,7414148,7470781
chr5,7187280,7252807
chr5,15522,71316
chr5,82833147,82902032
chr5,146691539,146764543
chr5,147220758,147480556
chr5,717369,809794
chr6,78969055,79039234
chr6,78969055,79035173
chr6,31360097,31451476
chr6,32454513,32527272
chr6,45225763,45285884
chr6,78969055,79035173
chr6,78969055,79035173
chr6,78969055,79035173
chr6,78969055,79035173
chr6,78969055,79035173
chr6,78969055,79039234
chr6,78969055,79035173
chr6,78969055,79041797
chr6,78969055,79041633
chr6,78962583,79039234
chr6,78969055,79035173
chr6,78969055,79039234
chr6,91145681,91331223
chr6,78969055,79035173
chr6,78962583,79035173
chr6,32449525,32527272
chr6,32449525,32509271
chr6,123529458,124330063
chr6,78969055,79035173
chr6,32454513,32509271
chr6,32454513,32509271
chr6,32456673,32527272
chr6,91208627,91420973
chr6,78969055,79039234
chr6,32456673,32509271
chr6,78969055,79035173
chr6,78969055,79035173
chr6,78969055,79035173
chr7,157730275,157803711
chr7,157732406,157803711
chr7,143911614,144066935
chr7,143246396,143547260
chr7,143487654,143572286
chr7,158146209,158204005
chr7,157637964,157716506
chr7,143909225,144066935
chr7,143909225,144033839
chr7,143927797,144066935
chr7,76282699,76441925
chr7,143909225,144051219
chr7,27172573,27245529
chr7,24552748,24617290
chr7,76282699,76441372
chr7,143917591,144066935
chr7,76368672,76448778
chr7,143909225,144066935
chr7,62181100,62720204
chr7,62577772,62706404
chr7,62049420,62520907
chr7,83011712,83075995
chr7,122052526,122126789
chr7,141305444,141389571
chr7,83147707,83214317
chr7,143444206,143532986
chr7,143218398,143408418
chr7,76432312,76557212
chr7,76430852,76607295
chr7,143909225,144066935
chr7,87975,148300
chr7,143909225,144003655
chr8,7170479,7226424
chr8,39235593,39386953
chr8,12034297,12412790
chr8,7391479,7646315
chr8,39230173,39370462
chr8,7371468,7646315
chr8,39235593,39389112
chr8,12034297,12311626
chr8,39235593,39370462
chr8,39235593,39386953
chr8,12239825,12327510
chr8,39230173,39362934
chr8,7752038,7860783
chr8,39230173,39370462
chr8,7250370,7744052
chr8,61674503,61745636
chr8,7966179,8145999
chr8,12260917,12585825
chr8,6940604,7832042
chr8,7331759,7646315
chr8,15893499,15944307
chr8,91998935,92096874
chr8,7255038,7744052
chr8,12232271,12378275
chr8,39235593,39388767
chr9,44243424,44837515
chr9,44244870,44837515
chr9,44396689,44855725
chr9,44396689,44855725
chr9,44396689,44837515
chr9,44396689,44888115
chr9,43315964,43800174
chr9,43505842,43800174
chr9,128635671,128711455
chr9,44396689,44875930
chr9,44396689,44855725
chr9,68995224,69844801
chr9,44396689,44837515
chr9,68759233,69844801
chr9,44396689,44855725
chr9,44727849,44855725
chr9,44727849,44855725
chr9,44209785,44855725
chr9,44209785,45088880
chr9,44244870,44855725
chr9,44244870,44855725
chr9,44727849,44855725
chr9,141025330,141091382
chr10,135242875,135373435
chr10,47096232,47743504
chr10,46989082,47392320
chr10,47142181,47703170
chr10,81561460,81656766
chr10,5709290,5766165
chr10,61791041,61865703
chr10,105733240,105792364
chr10,55062379,55128318
chr10,46989082,47047587
chr10,47067402,47700465
chr10,46590221,47743504
chr11,133635400,133714672
chr11,27577772,27698374
chr11,133298609,133402456
chr11,130262603,130316680
chr11,73435298,73666201
chr11,55374022,55447453
chr12,52120265,52175292
chr12,8012469,8130958
chr12,8004415,8698954
chr12,8004415,8130958
chr12,9633860,9713662
chr12,9633860,9713662
chr12,9633860,9713662
chr12,114459205,114611983
chr12,8529382,8584660
chr12,9633860,9713662
chr12,9633860,9713662
chr12,9633860,9713662
chr13,56281945,56431160
chr13,54988297,55079639
chr13,55476044,55697677
chr14,106197117,106567088
chr14,41895213,42107827
chr14,106197117,106709975
chr14,106569453,106751272
chr14,106246292,106530352
chr14,106574550,106706125
chr14,106197117,106526954
chr14,106197117,106291201
chr14,106303362,106747087
chr14,106197117,106639463
chr14,106224344,106693466
chr14,106246292,106820732
chr14,106197117,106706125
chr14,106197117,106706125
chr14,106246292,106820732
chr14,106194467,106747087
chr14,101384627,101464984
chr14,106756848,106918096
chr14,106246292,106750868
chr14,106197117,106747087
chr14,106574550,106918096
chr14,106194467,106561429
chr14,106197117,106820732
chr14,106199366,106747087
chr14,41895213,41959513
chr14,106218575,106723504
chr14,106246292,106918637
chr14,66005153,66412446
chr14,63503652,63808684
chr14,106246292,106610978
chr14,20105481,20423360
chr14,66005153,66409433
chr14,63503652,63808684
chr14,20210987,20423360
chr14,106197117,106653713
chr14,106194467,106706125
chr14,19562129,20423360
chr14,106246292,106740762
chr14,106197117,106751272
chr14,106574550,106821724
chr14,106197117,106526954
chr14,106574550,106706125
chr14,106218575,106526954
chr14,106872052,106943822
chr14,106197117,106736912
chr14,106218575,106693466
chr14,20200173,20423360
chr14,106197117,106706125
chr15,92880503,93078961
chr15,20472841,22588019
chr15,20395519,22588019
chr15,20556432,22285757
chr15,32011479,32428067
chr15,20498673,20602406
chr15,32011479,32428067
chr15,20395519,20627480
chr16,6314937,6419430
chr16,34486862,34757071
chr16,34536353,34755554
chr16,70854383,71201061
chr16,70850895,70914598
chr16,70842099,71200049
chr16,70854383,71022529
chr16,34479683,34691463
chr16,34538448,34692754
chr16,34481457,34757071
chr17,44344849,44752288
chr17,44262952,44364158
chr17,18365935,18465209
chr17,18365935,18464574
chr17,44162286,44364158
chr17,18365935,18465209
chr17,34446917,34629684
chr17,18355382,18465209
chr17,44162286,44364158
chr17,71831940,72681042
chr17,18365935,18465209
chr17,18355382,18464574
chr17,44394402,44752288
chr17,44165805,44364158
chr17,34443802,34629684
chr18,35169262,35224338
chr18,57994812,59707736
chr19,43247515,43328006
chr19,52270089,52614747
chr19,43255207,43368923
chr19,52284673,52621644
chr19,43237766,43362640
chr20,29835039,31663816
chr20,29835039,31666311
chr20,29835039,30621271
chr21,10736861,11069428
chr21,10736861,10940630
chr21,10736861,11173781
chr21,10736861,10988423
chr21,46508501,46615340
chr21,10736861,11010374
chr21,10736861,11173781
chr21,10868744,10988423
chr21,10934076,11173781
chr21,10759131,11173781
chr21,10900463,10988423
chr21,10736861,10940630
chr21,10736861,10940630
chr21,37818873,37883374
chr22,23004377,23223233
chr22,24283006,24344410
chr22,23049579,23223233
chr22,24344412,24396802
chr22,23058931,23223233
chr22,24329713,24396802
chr22,22729136,22794082
chr22,23040140,23223233
chr22,24344412,24396802
chr22,22698727,22785308
chr22,23058931,23255556
chr22,23017543,23223233
chr22,23041593,23223233
chr22,23040979,23223233
chr22,23058931,23223233
chr22,22705999,22808988
chr22,23011463,23258438
chr22,23017543,23223233
chr22,23002701,23223233
chr22,23002701,23223233
chr22,23058931,23223233
chr22,23004377,23223233
chr22,23058931,23223233
chr22,23041593,23223233
chr22,23058931,23223233
chr22,23017543,23223233
chr22,23058931,23223233
chr22,23058931,23223233
chr22,23078680,23223233
chr22,24344412,24396802
chr22,22698554,22794082
chr22,23058931,23223233
chr22,24337297,24396802
chr22,23046125,23259859
chr22,24337297,24396802
chr22,23011463,23255556
chr22,25663975,25918709
chr22,23017543,23223233
chr22,24344412,24396802
chr22,23011463,23223233
chr22,23017543,23223233
chr22,23017543,23223233
chrX,88465985,88604768
chrX,76349875,76523940
chrX,92304212,92356743
chrX,89001632,89213405
chrX,297023,361199
chrX,113324310,113716650
chrX,68173764,68262060
chrX,109430067,109545393
chrX,96920425,96995425
chrX,134438574,134537928
chrX,113475475,113657939
chrX,113475475,113697570
chrX,92304212,92358345
chrX,89014549,89231833
chrX,88467851,88588960
chrX,91272258,91375703
chrX,89903288,90001877
chrX,92290705,92356743
chrX,89001632,89213405
chrX,88455425,88588960
chrX,91272258,91427083
chrX,76349875,76523940
chrX,91699893,92356743
chrX,89722772,89870254
chrX,89001632,89213405
chrX,91272258,91346186
chrX,91682441,91823523
chrX,92304212,92356743
chrX,88494867,88641365
chrX,91209068,91427083
chrX,91641553,91980539
chrX,76362282,76545147
chrX,89760812,89870254
chrX,92304212,92356743
chrX,89001632,89054395
chrX,88465985,88616756
chrX,91048426,91346186
chrX,76349875,76545147
chrX,92304212,92356743
chrX,89001632,89200622
chrX,76362282,76523940
chrX,62450387,62522515
chrX,97706903,97779159
chrX,102516265,102588638
chrX,24785232,24919896
chrX,113457415,113722830
chrX,62450387,62516990
chrX,76362282,76523940
chrX,113394614,113716650
chrX,89011981,89200622
chrX,76349875,76523940
chrX,16179857,16248748
chrX,88491814,88838130
chrX,91272258,91335411
chrX,91916480,92123689
chrX,76411825,76546500
chrX,92304212,92356743
chrX,89742165,89864699
chrX,88468323,88583817
chrX,88673859,88910448
chrX,92303644,92356743
chrX,113433904,113591329
chrX,88467851,88825755
chrX,91570048,91823523
chrX,91020392,91367206
chrX,76349875,76523940
chrX,92304212,92356743
chrX,89001632,89200622
chrX,88467851,88518437
chrX,91162120,91346186
chrX,91641553,91890353
chrX,89895038,90001877
chrX,92304212,92356743
chrX,89001632,89200622
chr1,149041712,149229831
chr1,149041868,149152390
chr1,169203556,169271792
chr1,152526645,152586582
chr1,25596395,25646974
chr1,148947700,149190306
chr1,25596395,25646974
chr1,148916179,149436830
chr1,148916179,149243511
chr1,148953986,149254920
chr1,149041796,149254317
chr1,149067139,149259404
chr1,149036514,149254920
chr1,149036514,149259404
chr1,248732035,248810646
chr1,149036514,149254920
chr1,13665642,13776816
chr1,25596395,25646974
chr1,12867080,13384371
chr1,25596395,25646974
chr1,12867080,13015495
chr1,187290153,187354887
chr1,149036514,149190306
chr2,90044865,90118808
chr2,90212976,90321385
chr2,127461476,127512002
chr2,242915456,243026246
chr2,90032202,90121339
chr2,242915456,243018067
chr2,242915456,243034674
chr2,242915456,243023881
chr2,242915456,243026246
chr2,242915456,243026246
chr2,242915456,243026246
chr2,242915456,243026246
chr2,242915456,243026246
chr2,242915456,243026246
chr2,242915456,243026246
chr2,15353918,15613728
chr2,90011128,90121352
chr2,90042862,90121352
chr2,90135875,90267091
chr2,242915456,243018067
chr2,242915456,243034674
chr3,162513139,162625983
chr3,188082171,188171808
chr3,75449604,75613162
chr3,75427097,75639894
chr3,162513139,162625983
chr3,152726148,152801228
chr3,138547927,138622046
chr3,197845206,197896005
chr3,197845206,197896005
chr3,195383132,195446910
chr3,162513139,162625983
chr4,70123500,70228644
chr4,69375338,69485967
chr4,70134670,70229422
chr4,70130810,70231787
chr4,34786490,34841283
chr4,70116944,70229422
chr4,70127634,70231787
chr4,70134670,70229422
chr4,70127634,70229422
chr4,70171282,70236139
chr4,69371993,69521397
chr4,39940710,40084922
chr4,140490093,140606181
chr4,140482208,140606181
chr4,128838645,128956172
chr4,69371993,69447676
chr4,69375338,69426476
chr4,134983911,135298737
chr4,69375338,69485967
chr5,97048468,97099672
chr5,97054484,97134207
chr5,56386179,56454947
chr5,717369,773556
chr5,717369,773556
chr6,257343,387659
chr6,78979261,79039234
chr6,78971771,79039234
chr6,134952920,135007856
chr6,237217,323084
chr6,78969055,79039234
chr6,95452254,95533326
chr6,95452254,95533326
chr6,62112602,62240860
chr6,61886430,61989267
chr6,95452254,95533326
chr6,62112602,62240985
chr6,95452254,95533326
chr6,95452254,95533326
chr6,15267539,15557263
chr6,95452254,95533326
chr6,15267539,15570543
chr6,95452254,95533326
chr6,95452254,95533326
chr6,95452254,95533326
chr6,78969055,79035173
chr6,29850276,29908469
chr7,9128804,9233055
chr7,9128804,9227840
chr7,143896242,144027564
chr7,143896242,144017297
chr7,56954389,57185645
chr7,61875420,62124062
chr7,61987234,62049599
chr8,39247101,39342937
chr8,5991353,6042111
chr8,39235593,39384112
chr8,66468430,66621287
chr8,39235593,39384112
chr8,120968455,121058766
chr8,39235593,39386953
chr8,39235593,39368896
chr8,39235593,39333121
chr8,39247101,39342937
chr8,39235593,39333121
chr8,39235593,39288762
chr8,39298838,39386953
chr8,39235593,39384112
chr9,131425766,131557953
chr9,131421453,131557953
chr9,68210036,68330257
chr9,11951873,12023071
chr9,11951873,12015741
chr10,64199868,65487432
chr10,64199868,65487432
chr10,64199868,65487432
chr10,64199868,65487432
chr10,81448997,81554007
chr10,81448997,81554007
chr10,47542084,47645283
chr11,55374022,55442306
chr11,55363330,55453564
chr11,3416479,3595749
chr11,55363330,55429961
chr11,4256119,4307408
chr11,4256119,4307408
chr11,54857912,54965596
chr11,54857912,54978384
chr11,50417551,51282897
chr11,4239044,4307408
chr11,4256119,4307408
chr11,55376013,55442306
chr11,55376624,55442306
chr11,55402804,55453564
chr11,4256119,4307408
chr12,90443484,90493698
chr12,34464459,34545265
chr12,9637899,9734958
chr12,9637899,9713662
chr12,9637899,9735686
chr12,37929229,38072474
chr12,9637899,9734958
chr12,9633860,9734958
chr12,102230088,102319435
chr12,9637899,9734958
chr12,9637899,9735686
chr12,113608988,113693819
chr12,9637899,9734958
chr12,9633860,9734958
chr12,9637899,9734958
chr12,9637899,9713662
chr12,9637899,9734958
chr12,9637899,9734958
chr13,111760300,111904335
chr13,19045630,19207102
chr13,57712802,57789702
chr14,19844097,20374645
chr14,101319426,101375425
chr14,19844097,20264019
chr14,19416181,19606995
chr14,35063263,35155982
chr14,19335741,19469508
chr14,106044360,106194763
chr15,20606688,20820147
chr15,91954503,92023725
chr15,21946141,22049760
chr15,22338945,22454869
chr15,21142173,21271038
chr15,100884601,100948845
chr15,22317502,22588019
chr15,20216945,20574146
chr15,20586080,22588019
chr15,20284056,20578409
chr15,22301996,22588019
chr15,21947695,21998909
chr15,22301996,22588019
chr15,21947695,21998909
chr15,22317502,22588019
chr15,22350987,22588019
chr15,22141160,22210804
chr15,21947695,22055346
chr15,20590017,20830362
chr15,22301996,22588019
chr15,21147846,21201524
chr15,22320441,22588019
chr15,22280467,22588019
chr15,20615297,22383189
chr15,20216945,20564575
chr15,34727612,34830932
